Geneid	EBF1-dTAG_N_0h_rep1	EBF1-dTAG_N_0h_rep2	EBF1-dTAG_N_0h_rep3	EBF1-dTAG_N_0h_rep4	EBF1-dTAG_N_6h_rep1	EBF1-dTAG_N_6h_rep2	EBF1-dTAG_N_6h_rep3	EBF1-dTAG_N_6h_rep4
ENSMUSG00000026676.7	0	0	0	0	0	0	0	0
ENSMUSG00000081005.1	0	0	0	0	0	0	0	0
ENSMUSG00000084606.1	0	0	0	0	0	0	0	0
ENSMUSG00000080820.1	0	0	0	0	0	0	0	0
ENSMUSG00000039145.16	13	0	6	3	6	2	10	0
ENSMUSG00000082013.1	2	0	0	0	0	0	0	0
ENSMUSG00000039128.13	1419	1239	1748	1688	1647	1739	1678	1581
ENSMUSG00000025817.12	1905	1943	2494	2378	2179	2512	2448	1884
ENSMUSG00000056718.2	9	6	13	8	14	5	17	16
ENSMUSG00000025816.15	592	612	886	743	707	934	782	877
ENSMUSG00000085818.7	0	4	1	0	0	0	0	0
ENSMUSG00000025815.13	0	1	0	5	3	0	4	0
ENSMUSG00000043241.14	1150	1177	1611	1430	1452	1497	1480	1333
ENSMUSG00000045319.13	0	0	0	0	0	0	0	0
ENSMUSG00000082332.2	3	0	1	0	2	0	5	0
ENSMUSG00000102887.1	0	0	0	0	0	0	0	0
ENSMUSG00000039063.5	0	0	0	0	0	0	0	0
ENSMUSG00000087125.1	0	0	0	0	0	0	0	0
ENSMUSG00000087485.1	0	0	0	0	0	0	0	0
ENSMUSG00000039046.15	1384	1246	1874	1764	1894	2091	1876	1750
ENSMUSG00000085716.1	0	0	0	0	0	0	0	0
ENSMUSG00000086109.2	0	0	1	2	0	0	0	0
ENSMUSG00000102599.1	0	0	0	0	0	0	0	0
ENSMUSG00000002107.18	8564	8670	11089	11423	13442	14522	14594	13431
ENSMUSG00000087079.1	0	0	0	0	0	0	0	0
ENSMUSG00000075538.2	0	0	0	0	0	0	0	0
ENSMUSG00000103412.1	0	0	0	0	0	0	0	0
ENSMUSG00000062319.2	0	0	0	0	0	0	0	0
ENSMUSG00000065824.1	5	0	3	2	4	0	0	2
ENSMUSG00000097774.1	0	0	0	0	0	0	0	0
ENSMUSG00000077396.1	0	0	0	0	0	0	0	0
ENSMUSG00000099424.1	0	0	0	0	0	0	0	0
ENSMUSG00000083252.1	0	0	0	0	0	0	0	0
ENSMUSG00000085070.1	0	0	0	0	0	0	0	0
ENSMUSG00000083269.1	0	0	0	0	0	0	0	0
ENSMUSG00000088574.1	0	0	0	0	0	0	0	0
ENSMUSG00000084374.1	0	0	0	0	0	0	0	0
ENSMUSG00000082953.3	1	1	4	5	0	6	0	2
ENSMUSG00000085580.1	0	0	0	0	0	0	0	0
ENSMUSG00000095951.1	0	0	0	0	0	0	0	0
ENSMUSG00000083423.1	0	0	0	0	0	0	0	0
ENSMUSG00000079604.9	0	0	0	0	0	0	0	0
ENSMUSG00000081202.1	0	0	0	0	0	0	0	0
ENSMUSG00000079603.3	0	0	0	0	0	0	0	0
ENSMUSG00000104276.1	0	0	0	0	0	0	0	0
ENSMUSG00000015619.10	0	0	0	0	0	0	1	0
ENSMUSG00000086618.1	0	0	0	0	0	0	0	0
ENSMUSG00000025783.2	0	0	0	0	0	0	0	0
ENSMUSG00000079602.2	0	0	0	0	0	0	0	0
ENSMUSG00000075534.5	0	0	0	0	0	0	0	0
ENSMUSG00000025782.12	935	874	1247	1119	1214	1000	1237	999
ENSMUSG00000103570.1	5	7	26	9	8	7	8	22
ENSMUSG00000025781.14	2495	2499	3414	3118	3298	3290	3376	2864
ENSMUSG00000077733.1	8	11	10	20	0	20	26	7
ENSMUSG00000037262.7	221	253	331	298	288	352	315	283
ENSMUSG00000037254.18	0	0	0	0	0	0	0	0
ENSMUSG00000025780.7	60	71	62	49	116	126	176	112
ENSMUSG00000086748.1	0	0	0	0	0	0	0	0
ENSMUSG00000061186.15	0	0	0	0	0	0	0	0
ENSMUSG00000080500.1	0	0	0	0	0	0	0	0
ENSMUSG00000080627.1	0	0	0	0	0	0	0	0
ENSMUSG00000092793.1	0	0	0	0	0	0	0	0
ENSMUSG00000077972.1	0	0	0	0	0	0	0	0
ENSMUSG00000077038.1	0	0	0	0	0	0	0	0
ENSMUSG00000080653.1	0	0	0	0	0	0	0	0
ENSMUSG00000076126.1	0	0	0	0	0	0	0	0
ENSMUSG00000077131.1	0	0	0	0	0	0	0	0
ENSMUSG00000077834.1	0	0	0	0	0	0	0	0
ENSMUSG00000077998.1	0	0	0	0	0	0	0	0
ENSMUSG00000076959.1	0	0	0	0	0	0	0	0
ENSMUSG00000080504.1	0	0	0	0	0	0	0	0
ENSMUSG00000077981.1	0	0	0	0	0	0	0	0
ENSMUSG00000076983.2	0	0	0	0	0	0	0	0
ENSMUSG00000078026.1	0	0	0	0	0	0	0	0
ENSMUSG00000094165.1	0	0	0	0	0	0	0	0
ENSMUSG00000077049.2	0	0	0	0	0	0	0	0
ENSMUSG00000106608.1	0	0	0	0	0	0	0	0
ENSMUSG00000076028.1	0	0	0	0	0	0	0	0
ENSMUSG00000094297.1	0	0	0	0	0	0	0	0
ENSMUSG00000095843.1	0	0	0	0	0	0	0	0
ENSMUSG00000096624.1	0	0	0	0	0	0	0	0
ENSMUSG00000095269.1	0	0	0	0	0	0	0	0
ENSMUSG00000096583.1	0	0	0	0	0	0	0	0
ENSMUSG00000080459.1	0	0	0	0	0	0	0	0
ENSMUSG00000095938.1	0	0	0	0	0	0	0	0
ENSMUSG00000095340.1	0	0	0	0	0	0	0	0
ENSMUSG00000096027.1	0	0	0	0	0	0	0	0
ENSMUSG00000104933.1	0	0	0	0	0	0	0	0
ENSMUSG00000105546.1	0	0	0	0	0	0	0	0
ENSMUSG00000095336.1	0	0	0	0	0	0	0	0
ENSMUSG00000094190.1	0	0	0	0	0	0	0	0
ENSMUSG00000095509.1	0	0	0	0	0	0	0	0
ENSMUSG00000104561.1	0	0	0	0	0	0	0	0
ENSMUSG00000104734.1	0	0	0	0	0	0	0	0
ENSMUSG00000094927.1	0	0	0	0	0	0	0	0
ENSMUSG00000080405.1	0	0	0	0	0	0	0	0
ENSMUSG00000095198.1	0	0	0	0	0	0	0	0
ENSMUSG00000094659.1	0	0	0	0	0	0	0	0
ENSMUSG00000105330.1	0	0	0	0	0	0	0	0
ENSMUSG00000096264.1	0	0	0	0	0	0	0	0
ENSMUSG00000096651.1	0	0	0	0	0	0	0	0
ENSMUSG00000094101.1	0	0	0	0	0	0	0	0
ENSMUSG00000096492.1	0	0	0	0	0	0	0	0
ENSMUSG00000096239.1	0	0	0	0	0	0	0	0
ENSMUSG00000106027.1	0	0	0	0	0	0	0	0
ENSMUSG00000094363.1	0	0	0	0	0	0	0	0
ENSMUSG00000095884.1	0	0	0	0	0	0	0	0
ENSMUSG00000094506.1	0	0	0	0	0	0	0	0
ENSMUSG00000094159.1	0	0	0	0	0	0	0	0
ENSMUSG00000096113.1	0	0	0	0	0	0	0	0
ENSMUSG00000096134.1	0	0	0	0	0	0	0	0
ENSMUSG00000094009.1	0	0	0	0	0	0	0	0
ENSMUSG00000096782.1	0	0	0	0	0	0	0	0
ENSMUSG00000096835.1	0	0	0	0	0	0	0	0
ENSMUSG00000096587.1	0	0	0	0	0	0	0	0
ENSMUSG00000095536.1	0	0	0	0	0	0	0	0
ENSMUSG00000104652.1	0	0	0	0	0	0	0	0
ENSMUSG00000095786.1	0	0	0	0	0	0	0	0
ENSMUSG00000096748.1	0	0	0	0	0	0	0	0
ENSMUSG00000096880.1	0	0	0	0	0	0	0	0
ENSMUSG00000094688.1	0	0	0	0	0	0	0	0
ENSMUSG00000094261.1	0	0	0	0	0	0	0	0
ENSMUSG00000105182.1	0	0	0	0	0	0	0	0
ENSMUSG00000093995.1	0	0	0	0	0	0	0	0
ENSMUSG00000094709.1	0	0	0	0	0	0	0	0
ENSMUSG00000094067.1	0	0	0	0	0	0	0	0
ENSMUSG00000096512.1	0	0	0	0	0	0	0	0
ENSMUSG00000096360.1	0	0	0	0	0	0	0	0
ENSMUSG00000093900.1	0	0	0	0	0	0	0	0
ENSMUSG00000095151.1	0	0	0	0	0	0	0	0
ENSMUSG00000094457.1	0	0	0	0	0	0	0	0
ENSMUSG00000093914.1	0	0	0	0	0	0	0	0
ENSMUSG00000095222.1	0	0	0	0	0	0	0	0
ENSMUSG00000076966.2	0	0	0	0	0	0	0	0
ENSMUSG00000105365.1	0	0	0	0	0	0	0	0
ENSMUSG00000080649.1	0	0	0	0	0	0	0	0
ENSMUSG00000096889.1	0	0	0	0	0	0	0	0
ENSMUSG00000080476.1	0	0	0	0	0	0	0	0
ENSMUSG00000093907.1	0	0	0	0	0	0	0	0
ENSMUSG00000096053.1	0	0	0	0	0	0	0	0
ENSMUSG00000106488.1	0	0	0	0	0	0	0	0
ENSMUSG00000080684.1	0	0	0	0	0	0	0	0
ENSMUSG00000095051.1	0	0	0	0	0	0	0	0
ENSMUSG00000094943.1	0	0	0	0	0	0	0	0
ENSMUSG00000096894.1	0	0	0	0	0	0	0	0
ENSMUSG00000076994.2	0	0	0	0	0	0	0	0
ENSMUSG00000105783.1	0	0	0	0	0	0	0	0
ENSMUSG00000094327.1	0	0	0	0	0	0	0	0
ENSMUSG00000076948.2	0	0	0	0	0	0	0	0
ENSMUSG00000077113.2	0	0	0	0	0	0	0	0
ENSMUSG00000094330.1	0	0	0	0	0	0	0	0
ENSMUSG00000080624.1	0	0	0	0	0	0	0	0
ENSMUSG00000077021.2	0	0	0	0	0	0	0	0
ENSMUSG00000070099.1	0	0	0	0	0	0	0	0
ENSMUSG00000080558.1	0	0	0	0	0	0	0	0
ENSMUSG00000076976.2	0	0	0	0	0	0	0	0
ENSMUSG00000076118.1	0	0	0	0	0	0	0	0
ENSMUSG00000077095.1	0	0	0	0	0	0	0	0
ENSMUSG00000077104.1	0	0	0	0	0	0	0	0
ENSMUSG00000076014.1	0	0	0	0	0	0	0	0
ENSMUSG00000092961.1	0	0	0	0	0	0	0	0
ENSMUSG00000092697.1	0	0	0	0	0	0	0	0
ENSMUSG00000088833.1	0	0	0	0	0	0	0	0
ENSMUSG00000076222.1	0	0	0	0	0	0	0	0
ENSMUSG00000078031.1	0	0	0	0	0	0	0	0
ENSMUSG00000095699.1	0	0	0	0	0	0	0	0
ENSMUSG00000089570.1	0	0	0	0	0	0	0	0
ENSMUSG00000088980.1	0	0	0	0	0	0	0	0
ENSMUSG00000077991.1	0	0	0	0	0	0	0	0
ENSMUSG00000077086.1	0	0	0	0	0	0	0	0
ENSMUSG00000078025.1	0	0	0	0	0	0	0	0
ENSMUSG00000077941.1	0	0	0	0	0	0	0	0
ENSMUSG00000076956.2	0	0	0	0	0	0	0	0
ENSMUSG00000078060.1	0	0	0	0	0	0	0	0
ENSMUSG00000077954.1	0	0	0	0	0	0	0	0
ENSMUSG00000080686.1	0	0	0	0	0	0	0	0
ENSMUSG00000080657.1	0	0	0	0	0	0	0	0
ENSMUSG00000080594.1	0	0	0	0	0	0	0	0
ENSMUSG00000103237.1	0	0	0	0	2	0	1	0
ENSMUSG00000081367.2	0	0	0	0	0	0	0	0
ENSMUSG00000082871.2	0	0	0	0	0	0	0	0
ENSMUSG00000102734.1	0	0	0	0	0	0	0	0
ENSMUSG00000089007.1	0	0	0	0	0	0	0	0
ENSMUSG00000085257.2	0	0	0	0	0	0	0	0
ENSMUSG00000084560.1	0	0	0	0	0	0	0	0
ENSMUSG00000081693.2	0	0	0	0	0	0	0	0
ENSMUSG00000083900.2	0	1	0	0	2	0	2	0
ENSMUSG00000026778.13	0	0	2	0	0	0	0	3
ENSMUSG00000103774.1	0	0	0	0	0	0	0	0
ENSMUSG00000103253.1	3	0	0	0	2	0	0	0
ENSMUSG00000102992.1	0	0	0	0	0	0	0	0
ENSMUSG00000102196.1	0	0	0	0	2	0	0	0
ENSMUSG00000102894.1	0	0	0	0	0	0	0	0
ENSMUSG00000102674.1	0	0	0	0	0	0	1	0
ENSMUSG00000086006.2	0	0	0	0	0	0	0	0
ENSMUSG00000103223.1	0	0	0	0	0	0	0	0
ENSMUSG00000103321.1	0	0	0	0	0	0	0	0
ENSMUSG00000086491.1	0	0	0	0	0	0	0	0
ENSMUSG00000082424.4	8	7	15	6	16	12	2	21
ENSMUSG00000082314.2	0	0	0	0	0	0	0	0
ENSMUSG00000026773.19	2834	2996	3641	3931	1915	1958	2091	1776
ENSMUSG00000102329.1	0	0	0	0	0	0	0	0
ENSMUSG00000102376.1	167	220	374	368	141	147	203	147
ENSMUSG00000037197.11	1452	1601	2026	2126	1660	1814	1769	1534
ENSMUSG00000082727.2	13	11	24	17	9	16	22	2
ENSMUSG00000091312.1	5	1	4	7	6	6	11	4
ENSMUSG00000026770.5	369	305	342	406	595	480	469	451
ENSMUSG00000104101.1	7	1	5	3	5	10	0	0
ENSMUSG00000023206.16	593	605	877	769	601	734	639	665
ENSMUSG00000058594.15	950	1032	1300	1253	1224	1262	1247	1228
ENSMUSG00000047909.11	788	883	1084	850	852	1060	953	1037
ENSMUSG00000103542.1	0	0	0	0	0	0	0	0
ENSMUSG00000080801.2	0	3	8	2	3	6	5	3
ENSMUSG00000026768.10	0	0	0	0	0	1	0	0
ENSMUSG00000104174.1	0	0	0	0	0	0	0	0
ENSMUSG00000086843.3	0	0	0	0	0	0	0	0
ENSMUSG00000026767.12	688	663	966	966	1233	1139	1205	1149
ENSMUSG00000102630.1	17	20	25	11	28	15	19	24
ENSMUSG00000104449.1	38	42	59	50	48	50	45	78
ENSMUSG00000104406.1	32	37	60	50	40	69	56	66
ENSMUSG00000083547.2	0	0	0	0	0	0	0	0
ENSMUSG00000104045.1	0	0	0	0	0	0	0	0
ENSMUSG00000026730.12	384	405	481	520	526	548	587	557
ENSMUSG00000049630.6	0	0	0	0	0	0	0	0
ENSMUSG00000104459.1	16	19	28	27	20	39	41	25
ENSMUSG00000102900.1	13	1	29	1	12	17	19	13
ENSMUSG00000103599.1	4	5	10	2	1	11	3	9
ENSMUSG00000103143.1	0	9	12	0	2	2	0	10
ENSMUSG00000026727.10	860	1022	1384	1282	1353	1399	1317	1243
ENSMUSG00000103360.1	22	31	28	14	24	33	31	37
ENSMUSG00000102691.1	34	24	47	50	36	57	26	57
ENSMUSG00000099246.1	0	0	0	0	0	0	0	0
ENSMUSG00000103232.1	27	16	16	14	31	26	13	37
ENSMUSG00000086358.2	25	18	22	24	23	26	5	15
ENSMUSG00000026726.10	0	0	0	0	0	0	0	0
ENSMUSG00000026723.10	147	160	253	208	260	261	266	217
ENSMUSG00000026728.9	7880	8273	10011	10174	13590	13598	14520	12055
ENSMUSG00000003418.11	0	0	0	0	0	0	0	0
ENSMUSG00000104354.1	0	0	0	0	0	0	0	0
ENSMUSG00000063275.15	0	0	0	0	0	0	0	0
ENSMUSG00000102553.1	0	0	0	0	0	0	0	0
ENSMUSG00000103926.1	0	0	0	0	0	0	0	0
ENSMUSG00000086657.2	0	0	1	0	2	3	4	5
ENSMUSG00000026718.17	745	706	886	819	861	971	903	931
ENSMUSG00000103901.1	61	53	90	84	44	80	70	75
ENSMUSG00000061531.8	0	0	4	0	0	5	0	3
ENSMUSG00000083545.2	0	0	0	0	0	0	0	0
ENSMUSG00000026712.3	0	0	0	0	0	0	1	1
ENSMUSG00000077897.1	0	0	0	0	0	0	0	0
ENSMUSG00000103475.1	0	0	0	0	0	0	0	0
ENSMUSG00000036949.16	0	0	0	0	0	0	0	0
ENSMUSG00000084901.6	0	0	0	0	0	0	0	0
ENSMUSG00000057914.15	0	0	0	0	0	0	0	0
ENSMUSG00000075525.3	0	0	0	0	0	0	0	0
ENSMUSG00000104153.1	0	0	0	0	0	0	0	0
ENSMUSG00000070271.7	17	16	13	14	16	17	6	6
ENSMUSG00000083633.2	0	0	0	0	0	0	0	0
ENSMUSG00000104034.1	0	0	1	0	0	0	0	0
ENSMUSG00000081008.2	0	0	0	0	0	0	0	0
ENSMUSG00000082542.2	3	0	0	0	0	0	0	0
ENSMUSG00000104106.1	0	0	0	0	0	0	0	0
ENSMUSG00000103885.1	0	0	0	0	0	0	0	0
ENSMUSG00000083305.2	0	0	1	2	0	0	0	0
ENSMUSG00000103050.1	0	0	0	0	0	0	0	0
ENSMUSG00000087086.7	0	0	0	0	0	0	0	0
ENSMUSG00000085281.3	2	2	0	3	0	0	0	2
ENSMUSG00000102673.1	0	0	0	0	0	0	0	0
ENSMUSG00000104271.1	0	0	0	0	0	0	0	0
ENSMUSG00000026707.15	189	208	271	289	256	238	248	248
ENSMUSG00000103778.1	26	11	16	18	11	29	10	15
ENSMUSG00000017418.13	1254	1209	1408	1393	1592	1705	1625	1546
ENSMUSG00000102258.1	99	57	86	109	82	108	81	95
ENSMUSG00000083860.2	0	1	1	2	1	4	1	0
ENSMUSG00000080930.2	0	0	0	0	0	0	0	0
ENSMUSG00000083631.2	0	0	0	0	0	0	0	0
ENSMUSG00000082632.2	2	0	1	1	0	0	0	3
ENSMUSG00000081389.2	0	0	0	0	0	0	0	0
ENSMUSG00000075520.5	0	0	0	0	0	0	0	0
ENSMUSG00000103356.1	0	0	0	0	0	0	0	0
ENSMUSG00000081245.2	0	0	0	0	0	0	0	0
ENSMUSG00000103865.1	3	0	0	3	2	1	1	0
ENSMUSG00000026748.13	0	0	0	0	0	0	0	0
ENSMUSG00000076950.1	0	0	0	0	0	0	0	0
ENSMUSG00000082235.3	0	0	0	0	0	0	2	0
ENSMUSG00000081525.1	0	0	0	0	0	0	0	0
ENSMUSG00000085193.1	0	0	0	0	0	0	0	0
ENSMUSG00000053702.16	663	648	828	775	538	509	594	489
ENSMUSG00000085100.1	0	0	0	0	0	0	0	0
ENSMUSG00000099161.1	0	0	0	0	0	0	0	0
ENSMUSG00000081851.1	0	0	0	0	0	0	0	0
ENSMUSG00000062651.4	0	0	0	0	0	0	0	0
ENSMUSG00000081116.1	0	0	0	0	0	0	0	0
ENSMUSG00000054057.2	0	2	2	5	12	6	0	4
ENSMUSG00000085319.1	0	0	0	0	2	0	0	0
ENSMUSG00000054074.9	24	18	17	20	59	27	16	29
ENSMUSG00000086340.1	2	1	7	2	1	2	0	4
ENSMUSG00000026743.16	2890	2658	3701	3396	3360	3428	3361	3150
ENSMUSG00000099050.1	1	0	3	0	0	3	0	2
ENSMUSG00000092814.1	0	0	0	0	0	0	0	0
ENSMUSG00000064964.1	10	6	12	16	3	4	10	23
ENSMUSG00000081619.1	4	0	0	0	0	4	1	0
ENSMUSG00000026740.12	1007	990	1380	1367	1275	1417	1238	1299
ENSMUSG00000083070.2	9	9	6	10	1	2	5	6
ENSMUSG00000082520.2	14	9	15	19	8	19	8	15
ENSMUSG00000081181.1	0	0	0	0	0	0	0	0
ENSMUSG00000082943.1	0	0	0	0	0	0	0	0
ENSMUSG00000086882.4	0	0	4	0	0	5	0	1
ENSMUSG00000051154.11	1273	1261	1630	1552	1630	1740	1717	1679
ENSMUSG00000026739.13	2050	1895	2604	2481	2956	2844	3104	2632
ENSMUSG00000037708.16	0	0	0	5	0	0	0	0
ENSMUSG00000092353.1	0	4	3	0	2	0	0	0
ENSMUSG00000081139.1	0	0	0	0	0	0	0	0
ENSMUSG00000097638.1	0	0	0	0	0	0	0	0
ENSMUSG00000026737.12	1324	1429	1916	1806	2302	2276	2319	2052
ENSMUSG00000026736.1	7	12	17	20	7	3	13	14
ENSMUSG00000083281.1	0	0	2	0	0	2	0	0
ENSMUSG00000037683.14	13	21	26	29	22	25	35	33
ENSMUSG00000087674.7	0	0	0	0	0	0	0	0
ENSMUSG00000023094.14	0	0	0	0	0	0	0	0
ENSMUSG00000087103.1	0	0	0	0	0	0	0	0
ENSMUSG00000085388.1	0	0	0	0	0	0	0	0
ENSMUSG00000026735.2	0	0	0	0	0	0	0	0
ENSMUSG00000056329.3	0	0	0	0	0	0	0	0
ENSMUSG00000026734.9	0	0	0	0	0	0	0	0
ENSMUSG00000084160.1	0	0	0	0	0	0	0	0
ENSMUSG00000086621.1	0	0	0	0	0	0	0	0
ENSMUSG00000080227.2	0	0	0	0	0	0	0	0
ENSMUSG00000043415.5	133	154	197	196	160	204	129	164
ENSMUSG00000087246.1	0	0	0	1	0	0	0	0
ENSMUSG00000083893.1	2	0	0	0	0	0	0	2
ENSMUSG00000077342.1	0	0	0	0	0	0	0	0
ENSMUSG00000105927.1	0	0	0	0	0	0	0	0
ENSMUSG00000036617.16	0	0	0	0	0	0	0	0
ENSMUSG00000065644.1	0	0	0	0	0	0	0	0
ENSMUSG00000083777.1	0	0	1	0	1	0	0	0
ENSMUSG00000060795.5	2	0	0	0	1	0	1	1
ENSMUSG00000082164.1	2	0	0	1	0	2	0	1
ENSMUSG00000081128.1	12	5	7	5	11	12	7	9
ENSMUSG00000065253.1	0	0	0	0	0	0	0	0
ENSMUSG00000091457.1	0	0	0	0	0	0	0	0
ENSMUSG00000085477.7	0	0	1	0	0	0	0	0
ENSMUSG00000098575.1	0	0	0	0	0	0	0	0
ENSMUSG00000086418.1	0	0	0	0	0	0	0	0
ENSMUSG00000036591.15	3319	3391	4405	4235	3181	3390	3196	2951
ENSMUSG00000085206.1	10	27	34	14	11	6	21	16
ENSMUSG00000075514.4	40	47	64	52	73	48	87	83
ENSMUSG00000086821.3	0	0	0	0	0	0	0	0
ENSMUSG00000087219.1	0	0	0	0	0	0	0	0
ENSMUSG00000089472.1	0	0	0	0	0	0	0	0
ENSMUSG00000026679.3	0	0	0	0	0	0	0	0
ENSMUSG00000089576.1	0	0	0	0	0	0	0	0
ENSMUSG00000048550.17	0	0	0	0	0	0	0	0
ENSMUSG00000084071.1	1	4	2	8	7	3	2	3
ENSMUSG00000085680.1	0	0	0	0	0	0	0	0
ENSMUSG00000045967.11	0	0	0	0	0	0	0	0
ENSMUSG00000080846.1	1	0	0	0	0	2	1	0
ENSMUSG00000077572.1	0	0	0	0	0	0	0	0
ENSMUSG00000081467.1	59	65	94	88	85	69	78	76
ENSMUSG00000025716.14	0	0	0	0	0	0	0	0
ENSMUSG00000082516.1	7	5	2	6	0	2	3	4
ENSMUSG00000083863.1	17	16	17	13	20	13	10	23
ENSMUSG00000083563.1	514	305	460	406	387	542	629	642
ENSMUSG00000082884.1	2	0	4	1	0	2	3	3
ENSMUSG00000026787.3	0	0	0	0	0	0	0	0
ENSMUSG00000106199.1	0	0	0	0	0	0	0	0
ENSMUSG00000092811.1	0	0	0	0	0	0	0	0
ENSMUSG00000083453.1	0	0	0	0	0	0	0	0
ENSMUSG00000085353.2	0	0	0	0	0	0	0	0
ENSMUSG00000083057.1	4	0	0	1	0	0	0	0
ENSMUSG00000026786.14	2198	2357	3288	3034	3361	3270	3340	2990
ENSMUSG00000069136.4	3	4	4	4	8	9	5	1
ENSMUSG00000026784.14	709	624	1056	847	765	861	786	859
ENSMUSG00000084625.1	15	13	30	14	14	34	10	27
ENSMUSG00000081861.1	0	0	0	0	1	0	0	0
ENSMUSG00000058835.14	2524	2531	3259	3167	3109	3035	3216	2930
ENSMUSG00000083650.1	35	23	67	17	28	28	23	29
ENSMUSG00000026781.15	474	531	747	657	687	718	696	597
ENSMUSG00000026779.6	694	719	1010	878	835	916	948	807
ENSMUSG00000026775.9	4247	4337	5331	5793	5558	5466	5606	5110
ENSMUSG00000081648.1	0	8	8	15	2	11	13	4
ENSMUSG00000026774.11	2	2	5	2	0	2	0	6
ENSMUSG00000084098.1	1	2	1	3	7	5	1	4
ENSMUSG00000069132.3	0	0	0	0	0	0	0	0
ENSMUSG00000102704.1	0	0	0	0	0	0	0	0
ENSMUSG00000026771.14	1073	930	1462	1524	1188	1265	1365	1227
ENSMUSG00000081519.1	38	57	59	55	58	52	52	30
ENSMUSG00000083729.1	0	0	0	0	0	0	0	0
ENSMUSG00000088368.1	0	0	0	0	1	0	0	0
ENSMUSG00000083373.1	0	0	0	0	0	0	0	0
ENSMUSG00000026986.14	0	0	0	0	0	0	0	0
ENSMUSG00000061809.8	0	0	0	0	0	0	0	0
ENSMUSG00000026985.1	0	0	0	0	0	0	0	0
ENSMUSG00000083116.1	24	27	42	30	26	34	22	30
ENSMUSG00000044103.4	0	0	0	0	0	0	0	0
ENSMUSG00000026984.4	0	0	0	0	0	0	0	0
ENSMUSG00000104173.1	0	0	0	0	0	0	0	0
ENSMUSG00000083172.1	0	0	0	0	0	0	0	0
ENSMUSG00000026983.10	0	0	0	0	0	0	0	0
ENSMUSG00000046845.1	0	0	0	0	0	0	0	0
ENSMUSG00000085999.1	0	0	0	0	0	0	0	0
ENSMUSG00000026981.15	1	0	0	0	1	0	1	3
ENSMUSG00000026979.16	1942	1903	2488	2548	4922	5108	5157	4528
ENSMUSG00000026976.15	0	0	0	0	0	0	0	0
ENSMUSG00000085057.7	0	0	0	0	0	0	0	0
ENSMUSG00000099120.1	0	0	0	0	0	0	0	0
ENSMUSG00000082307.3	2	3	2	2	1	0	0	0
ENSMUSG00000085330.1	0	0	0	0	0	0	0	0
ENSMUSG00000102591.1	0	0	0	0	0	0	0	0
ENSMUSG00000084241.1	1	8	4	0	0	2	2	1
ENSMUSG00000088571.1	0	0	0	0	0	0	0	0
ENSMUSG00000004113.18	878	900	1322	1159	784	980	913	1013
ENSMUSG00000083973.1	0	0	0	0	0	0	0	0
ENSMUSG00000036893.17	2673	2746	3648	3409	3020	3481	3444	3110
ENSMUSG00000103162.1	61	78	110	123	82	130	52	126
ENSMUSG00000102875.1	101	99	142	162	124	145	118	129
ENSMUSG00000026972.15	887	1032	1346	1293	1249	1605	1446	1338
ENSMUSG00000093190.1	0	0	0	2	0	0	2	0
ENSMUSG00000026974.11	1978	1951	2322	2233	2416	1905	1911	1652
ENSMUSG00000026975.10	508	512	733	680	686	777	680	605
ENSMUSG00000036850.4	460	395	509	541	522	444	534	438
ENSMUSG00000036833.16	990	1040	1417	1284	1134	1233	1160	1171
ENSMUSG00000084383.1	10	8	24	7	8	5	4	12
ENSMUSG00000083796.3	0	0	0	0	1	0	0	0
ENSMUSG00000065798.1	0	0	0	0	0	0	0	0
ENSMUSG00000089513.1	0	0	0	0	0	0	0	0
ENSMUSG00000006476.19	693	722	871	826	868	1020	970	792
ENSMUSG00000092845.1	0	0	0	0	0	0	0	0
ENSMUSG00000099320.1	11	2	2	3	1	0	7	0
ENSMUSG00000036813.11	0	0	0	0	0	0	0	0
ENSMUSG00000036805.13	0	0	0	0	0	2	0	0
ENSMUSG00000087028.7	27	20	17	31	8	19	26	23
ENSMUSG00000078202.3	869	927	1132	1084	802	821	790	712
ENSMUSG00000103217.1	20	10	15	15	9	26	6	10
ENSMUSG00000059555.6	1193	1127	1472	1375	1948	2221	2292	1911
ENSMUSG00000013465.18	2052	1974	2624	2450	2697	2629	2649	2218
ENSMUSG00000064919.1	0	0	0	0	0	0	0	0
ENSMUSG00000036770.11	0	0	0	0	0	0	0	0
ENSMUSG00000026969.3	0	0	2	4	0	2	4	0
ENSMUSG00000036752.4	7716	8552	11096	10861	8692	9692	10043	7931
ENSMUSG00000006469.13	0	0	0	0	0	0	0	0
ENSMUSG00000089953.3	0	0	0	0	0	0	0	0
ENSMUSG00000036731.7	0	0	0	0	0	0	0	0
ENSMUSG00000044628.4	0	0	0	0	0	0	0	0
ENSMUSG00000006471.17	1383	1558	1954	1862	1632	1783	1768	1666
ENSMUSG00000078201.5	144	123	146	127	202	178	212	146
ENSMUSG00000048707.9	1051	1046	1351	1261	1055	1127	1227	1075
ENSMUSG00000026966.6	806	978	1063	1174	1124	1220	1255	1016
ENSMUSG00000026965.12	1918	1921	2510	2567	2507	2563	2731	2116
ENSMUSG00000026963.4	0	0	2	0	0	2	3	0
ENSMUSG00000026961.6	0	0	0	0	0	0	0	2
ENSMUSG00000026959.13	0	0	0	0	0	0	0	0
